#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
776,1,عمر بن أبي ربيعة,قصيدة رقم 203، الوافر، صا,فلا وأبيكَ ما صوتَ الغواني ولا شربَ الّتي هيكالفصوصِ,تشبيه,تشبيه
777,9,كُثير عزة,قصيدة رقم 03، الطويل، تِ,وكانت لقطعِ الحبل بيْني وبينهاكناذِرةٍ نذرًا وفتْ فأحلّتِ,تشبيه,تشبيه
778,2,ابن قيس الرُّقيّات,قصيدة رقم 69، الكامل، مَةْ,بَيْضَاءُكَالْوَرِقِ اٌللُّجَيْنِ يَزينُهَا وَجْهٌ عَلَيْهِ نَضْرَةٌ وَقَسامَهْ,تشبيه,تشبيه
779,3,الرّاعي النُّمَيْريّ,قصيدة رقم 21، الوافر، دِ,كَأَنَّ مَوَاقِعَ الصِّرْدَانِ مِنْهَا مَنَارَاتٌ بُنِينَ عَلَى جَمَادِ,تشبيه,تشبيه
780,9,الفرزدق,قصيدة رقم 459، الطَّويل، لِ,لَعلّكَ مِنْ في قاصِعائِكَ وَاجِدٌ أبًا،مِثلَ عَبدِ الله، أوْ مثل نهشَلِ,تشبيه,تشبيه
781,2,الفرزدق,قصيدة رقم 459، الطَّويل، لِ,عَشِيّةَ وَلّيْتُمْكَأنّ سُيُوفَكُمْ ذَآنِينُ في أعْنَاقِكُمْ لمْ تُسَلَّلِ,تشبيه,تشبيه
782,3,كُثير عزة,قصيدة رقم 62، الطويل، كُ,تأمّلْ كذا هَلْ ترْعويوكأنّما موائِجُ شيزَى أمْرَحَتْها الدَّوامكُ,تشبيه,تشبيه
783,6,عبد الله بن عمر العرجي,قصيدة رقم (56)، الطّويل، فُ.,يُرَوَّعُ أَحْيَانًا إذَا ذُكِرَتْ لَهُكما رِيعَ مَشْعُوفٌ مِنَ النَّفْرِ يُشْعَفُ,تشبيه,تشبيه
784,4,عبد الله بن عمر العرجي,قصيدة رقم (56)، الطّويل، فُ.,كأن شَبَا مِسْمَارِهِ وَهْوَ نَاجِمٌ شَبَا نابِ قَرْمٍ يَضْرِبُ الشُّولَ يَصْرِفُ,تشبيه,تشبيه
785,8,كُثير عزة,قصيدة رقم 62، الطويل، كُ,وحُمّلَتِ الحاجاتِ خوصًاكأنّها وقد ضَمِرَتْ صُفْرُ القِسِيّ العواتكُ,تشبيه,تشبيه
786,9,كُثير عزة,قصيدة رقم 62، الطويل، كُ,ومُقربَةٌ دُهمٌ وكُمْتٌكأنّها طماطمُ يوفونَ الوُفور هَنادِكُ,تشبيه,تشبيه
787,1,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,قَدْ رَابَهُ –وَلمِثْلِ ذَلِكَ رَابَهُ - وَقَعَ الْبَيَاضُ عَلَى السَّوَادِ فَشَابَهُ,تشبيه,تشبيه
788,2,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,لَوْنٌحَسِبْتُ إلَى النِّسَاءِ مُبَغَّضٌ عِنْدَ النُّصُولِ إذَا يَحِينُ خِضَابُهُ,تشبيه,تشبيه
789,7,حارثة بن بدر الغُدَانِي,قصيدة رقم 14، البسيط، دِ,بينا نقلب أرواحًا نحشرجُهاكرائحٍ راحل أو باكر غادي,تشبيه,تشبيه
790,2,ذو الرمة,قصيدة رقم 207، الرجز، مُهْ,كأَنَّه بعدَ رِياحٍ تَدْهَمُهْ,تشبيه,تشبيه
791,4,الفرزدق,قصيدة رقم 183، الطويل، رُ,كَأنّهُمُ تَحْتَ الخَوَافِقِ إذْ غدَوْا إلَى المَوْتِ أُسْدُ الغابَتَينِ الهَوَاصِرُ,تشبيه,تشبيه
792,5,الفرزدق,قصيدة رقم 183، الطويل، رُ,فَلَوْ أنّ سَلْمَى نالَهَامِثْلُ رُزْئِنَا لَهُدّتْ، ولَكِنْ تَحمِلُ الرُّزْءَ عامرُ,تشبيه,تشبيه
793,2,الفرزدق,قصيدة رقم 183، الطويل، رُ,غَدَوْاكَسُيُوفِ الهِنْدِ وُرّادَ حَوْمةٍ مِنَ المَوْتِ، أعْيَا وِرْدَهنّ المَصَادِرُ,تشبيه,تشبيه
794,1,الفرزدق,قصيدة رقم 17، البسيط، بِ,غَيّا لِبَاهِلَةَ التي شَقِيَت بِنَا، غَيًّا يكونُ لهاكَغُلٍّ مُجْلِبِ,تشبيه,تشبيه
795,3,الفرزدق,قصيدة رقم 17، البسيط، بِ,تُعْطى رَبِيعَةُ عَامِرٍ أمْوَالَها في غيرِ ما اجترَموا وَهُمُكالأرْنبِ,تشبيه,تشبيه
796,5,الأخطل,قصيدة رقم 311، منتهى الطلب، كامل، لا,ما إنْ رأيْتُكمَكْرِهنَّ إذا جَرَى فِينا ولا كَحبالِهِنَّ حِبالا,تشبيه,تشبيه
797,8,الفرزدق,قصيدة رقم 17، البسيط، بِ,مِنّا الرّسُولُ وكلُّ أزْهرَ بَعدَهُكالبَدرِ وَهوَ خَليفَةٌ في الموْكِبِ,تشبيه,تشبيه
798,15,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,وقد لاحَ للسّاري سُهيلٌكأَنَّه قَريعُ هِجانٍ عارضَ الشَّوْلَ جافِرُ,تشبيه,تشبيه
799,18,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,أَجدَّتْ بأَغباشٍ فأَضحَتْكأَنَّها مَواقيرُ نَخلٍ أو طُلوحٌ نَواضِرُ,تشبيه,تشبيه
800,7,الطرماح بن حكيم,قصيدة رقم 27، مديد، امْ,إنَّما ذِكْرُكَ مَا قَدْ مَضَى ضَلَّةٌمِثْلُ حَدِيثِ المَنَامْ,تشبيه,تشبيه
801,9,الطرماح بن حكيم,قصيدة رقم 27، مديد، امْ,مِثْلَ مَا عَايَنْتَ قَبْلَ الشَّفَا وَاضِحَ العُصْمَةِ، أَحْوَى الخِدَا[مْ],تشبيه,تشبيه
802,2,الطرماح بن حكيم,قصيدة رقم 27، مديد، امْ,حَسَرَتْ عَنْهُ الرِّيَاحُ، فَأَبْدَتْ مُنْتَأًىكالقَرْوِ رَهْنَ انْثِلَامْ,تشبيه,تشبيه
803,11,جرير بن عطيّة,قصيدة رقم 71، جرير، الطَّويل، بُ,أَناخوا قليلا ثم هاجوا قَلائصًاكما هِيجَ خِيطٌ مَغْرِبَ الشمس جافل,تشبيه,تشبيه
804,31,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,قَطعتُ بخَلقاءِ الدُّفوفِكأَنَّها من الحُقْبِ ملساءُ العَجيزةِ ضامرُ,تشبيه,تشبيه
805,6,أبو الأسود الدؤلي,قصيدة رقم 57 (السكري)، طويل، قُها,على أنَّه أبْقى الرِّجال سَمَانَةًكما كلُّ مِسْمان الكِلابِ سَرُوقُها,تشبيه,تشبيه
806,32,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,سَديسٍ تُطاوي البعدَ أو حدُّ نابِها صَبيٌّكخُرطومِ الشَّعيرةِ فاطِرُ,تشبيه,تشبيه
807,38,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,وَرَدْتُ وأَردافُ النجومِكأَنَّها وراءَ السِّماكَيْنِ المَها واليَعافِرُ,تشبيه,تشبيه
808,3,حارثة بن بدر الغُدَانِي,قصيدة رقم 15، الطويل، دِ,يُراعي عَذارَى قومه كلما دَجَا له الليل والسوآتكالأسدِ الوَرْدِ,تشبيه,تشبيه
809,50,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,مَناسِمُها خُثْمٌ صِلابٌكأَنَّها رُؤوسُ الضِّبابِ اسْتَخْرجَتْها الظَّهائِرُ,تشبيه,تشبيه
810,33,جرير بن عطيّة,قصيدة رقم 71، جرير، الطَّويل، بُ,جَفُولٍ ترى المسمار فيهاكأَنه إِذا اهتز جِذْعٌ من سُمَيْحة ذابل,تشبيه,تشبيه
811,52,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,وكائِنْ تَرى من رَشْدَةٍ فيكَريهةٍ من غَيَّةٍ تُلْقى عليها الشَّراشِرُ,تشبيه,تشبيه
812,4,عمر بن لجأ التّيميّ,قصيدة رقم 393، منتهى الطلب، كامل، دا,وتَراهُمِثْلَ اللَّيْلِ مالَ رِواقُهُ هَتَكَ المُقَوِّضُ كِسْرَهُ المَمْدُودا,تشبيه,تشبيه
813,2,عمر بن لجأ التّيميّ,قصيدة رقم 393، منتهى الطلب، كامل، دا,تَرْعَى النُّجُومَكأنَّها مَطْرُوفَةٌ حَتَّى رأيْتَ مِنَ الصَّباحِ عَمُودا,تشبيه,تشبيه
814,3,عمر بن لجأ التّيميّ,قصيدة رقم 393، منتهى الطلب، كامل، دا,واللَّيْلُ يَطْرُدُهُ النَّهارُ ولا أرَىكاللَّيْلِ يَطْرُدُهُ النَّهارُ طَرِيدا,تشبيه,تشبيه
815,35,جرير بن عطيّة,قصيدة رقم 71، جرير، الطَّويل، بُ,تَخال جبال الثلج لما ترفعت أَجِلَّتُها والكَيْدُ فيهن كامل,تشبيه,تشبيه
816,20,جرير بن عطيّة,قصيدة رقم 71، جرير، الطَّويل، بُ,وأَصبحكالبازي يُقلِّب طرفه على مَرْبَأٍ والطير منه دواخل,تشبيه,تشبيه
817,41,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,فَبيَّنَ بَرّاقُ السَّراةِكأَنَّهُ فَنيقُ هِجانٍ دُسَّ منه المَساعِرُ,تشبيه,تشبيه
818,46,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,ويَقْبِضْنَ من عادٍ وسادٍ وواخدٍكما انْصاعَ بالسّيِّ النَّعامُ النَّوافِرُ,تشبيه,تشبيه
819,48,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,يُقَطِّعْنَ للإبساسِ شاعًاكأَنَّه جَدايا على الأَنساءِ منها بَصائِرُ,تشبيه,تشبيه
820,49,ذو الرمة,قصيدة رقم 32، الطويل، رُ.,تَفُضُّ الحَصى عن مُجْمَراتِ وَقيعةٍكأَرْحاءِ رَقْدٍ قَلَّمَتْها المَناقِرُ,تشبيه,تشبيه
821,29,جرير بن عطيّة,قصيدة رقم 71، جرير، الطَّويل، بُ,صَبَحْتَ عُمَانَ الخَيْلَ رَهْوًاكأَنها قَطًا هاج من فوق السماوة ناهل,تشبيه,تشبيه
822,20,الأخطل,قصيدة رقم 152، ل، الطويل,فَأَدبَرَ يَحدوهاكَأَنَّ زِمالَهُ زِمالُ شَروبٍ وَجعَ مِنهُ الأَباجِلا,تشبيه,تشبيه
823,8,جرير بن عطيّة,قصيدة رقم 290، جرير، الطَّويل، قِ,وأَشبه عَمّار نَواكَةَ أمه وجاءَت به من فَلهم كالجُوالق,تشبيه,تشبيه
824,1,الأخطل,قصيدة رقم 249، رِ، وافر,كأنَّ دَجائجًا، في الدّارِ، رُقْطًا، بَناتُ الرُّومِ، في سَرَقِ الحَرِيرِ,تشبيه,تشبيه
825,10,الأخطل,قصيدة رقم 152، ل، الطويل,طَوالِعُ مِن نَجدِ الرَحوبِكَأَنَّما رَمى الآلُ بِالأَظعانِ نَخلاً حَوامِلا,تشبيه,تشبيه
826,14,الأخطل,قصيدة رقم 152، ل، الطويل,كَأَنَّ قُتودَ الرَحلِ فَوقَ مُصَدَّرٍ تَرعى قِفافَ الأَنعَمَينِ فَعاقِلا,تشبيه,تشبيه
827,25,عبد الله بن عمر العرجي,قصيدة رقم (23)، الطّويل، دُ.,تَعِلُّ قُرُونًا في الوَفَاءِكَأَنَّهَا إِذَا سُدِلَتْ فَوْقَ المُتُونِ الأَسَاوِدُ,تشبيه,تشبيه
828,26,عبد الله بن عمر العرجي,قصيدة رقم (23)، الطّويل، دُ.,مَجَاسِدُها نَفْحٌ مِلَاءٌكَأَنَّها نَوَاعِمُ حُورٌ تَحْتَهُ الماءُ رَاكِدُ,تشبيه,تشبيه
829,20,عبد الله بن عمر العرجي,قصيدة رقم (23)، الطّويل، دُ.,يُفَدِّينَني طَوْرًا وَيَضْمُمْنَ تارَةًكَما ضَمَّ مَوْلُودًا إلى النَحْرِ والِدُ,تشبيه,تشبيه
830,16,عبد الله بن عمر العرجي,قصيدة رقم (23)، الطّويل، دُ.,فَبِتُّ صَرِيعًا بَيْنَهُنَّكَأَنَّنِي أَخُو سَقَمٍ تَحْنُو عَلَيْهِ العَوَائِدُ,تشبيه,تشبيه
831,14,عبد الله بن عمر العرجي,قصيدة رقم (23)، الطّويل، دُ.,بِحُورٍكأمثالِ الدُّمَى قُطُفِ الخُطَا لَهَوْنَ وَهُنَّ المُحْصَنَاتُ الخَرَائِدُ,تشبيه,تشبيه
832,18,عبد الله بن عمر العرجي,قصيدة رقم (23)، الطّويل، دُ.,كَمَا طَافَ أَبْكَارٌ هِجَانٌ بِمُصْعَبٍ طَرِبْنَ لِأَعْلَى هَدْرِهِ وَهْوَ سَامِدُ,تشبيه,تشبيه
833,1,الكميت بن زيد الأسدي,قصيدة رقم 19، وافر، بُ,كَأَنَّ حَدِيْثَهُنَّ غَرِيْضُ مُزْنٍ بِما تَقْرِي المخصرَّةُ اللَّسُوبُ,تشبيه,تشبيه
834,6,جرير بن عطيّة,قصيدة رقم 13، جرير، البسيط، رِي,ما حاجةٌ لك في الظُّعْن التي بَكَرَتْ من دارة الجَأْبكالنخل المواقير,تشبيه,تشبيه
835,10,جرير بن عطيّة,قصيدة رقم 66، جرير، الكامل، نَا,كلفت حاجة ما أُكَلَّفُ ضُمَّرًامِثْلَ القِسيّ من السراء بُرِينا,تشبيه,تشبيه
836,13,جرير بن عطيّة,قصيدة رقم 66، جرير، الكامل، نَا,حتى بَلين من الوجيف وردَّها بُعْدُ المفاوزكالقسِيِّ حُنينا,تشبيه,تشبيه
837,24,عمر بن أبي ربيعة,قصيدة رقم 236، مجزوء الرجز، فُ,تجزيبمثلِ ودّنا قلتُ لها بلْ أُضْعفُ,تشبيه,تشبيه
838,7,أبو الأسود الدؤلي,قصيدة رقم 10 (السكري)، طويل، ضِ,ولستُ كماءِ القاعيُحْسَب رَيَّةً ويُدْرَك ضَحْلًا بعد مَظْمَإِهِ الدَّحضِ,تشبيه,تشبيه
839,2,أبو الأسود الدؤلي,قصيدة رقم 10 (السكري)، طويل، ضِ,فما لك مسهومًا إذا ما لقيتَني تُقَطِّع دوني طرفَ عينيككالمُغْضي,تشبيه,تشبيه
840,1,نقائض جرير والأخطل,قصيدة رقم 41، جرير، كامل، را,رَحَلَ الخَلِيطُ فَزَايَلُوكَ بُكُورَاوَحَسِبْتَ بَيْنَهُمُ عَلَيْكَ يَسِيرَا,تشبيه,تشبيه
841,3,نقائض جرير والأخطل,قصيدة رقم 41، جرير، كامل، را,يَا صَاحِبَيَّ دَنا الرَّوَاحُ فَسَيِّرَا لَاكَالعَشِيَّةِ زائِرًا ومَزُورَا,تشبيه,تشبيه
842,13,عمر بن أبي ربيعة,قصيدة رقم 236، مجزوء الرجز، فُ,أَخالُ ثلْجًا طعْمُهُ قدْ خالطَتْهُ قَرْقَفُ,تشبيه,تشبيه
843,12,الفرزدق,قصيدة رقم 510، الطَّويل، مِ,فَقالَ لمَنْ يَرْجُو الإيابَ استَغِثْ بها، وَكَرَّكَمخضُوبِ الذّراعينِ ضَيغَمِ,تشبيه,تشبيه
