tashbeeh_word,poem,poem_without_tashbeeh
كَأَنَّمَا,مَرِحَتْ يَدَاهَا لِلنَّجَاءِ كَأَنَّمَا تَكْرُو بِكَفَّيْ لَاعِبٍ فِي صَاعِ,مَرِحَتْ يَدَاهَا لِلنَّجَاءِ  تَكْرُو بِكَفَّيْ لَاعِبٍ فِي صَاعِ
كَأَنَّمَا,فَنَحَا لَهَا بِمُذَلَّقَيْنِ كَأَنَّمَا بِهِمَا مِنَ النَّضْخِ الْمُجَدَّحِ أَيْدَعُ,فَنَحَا لَهَا بِمُذَلَّقَيْنِ  بِهِمَا مِنَ النَّضْخِ الْمُجَدَّحِ أَيْدَعُ
كَأَنَّمَا,تَصَعَّدُ فِي بَطْحَاءِ عِرْقٍ كَأَنَّمَا تَرَقَّى إِلَى أَعْلَى أَرِيكٍ بِسُلَّمِ,تَصَعَّدُ فِي بَطْحَاءِ عِرْقٍ  تَرَقَّى إِلَى أَعْلَى أَرِيكٍ بِسُلَّمِ
كَأَنَّمَا,يَجْلُو الظَّلَامَ شُعَاعٌ مِنْ زُجَاجَتِهَا كَأَنَّمَا اقْتُبِسَتْ مِنْ ضَوْءِ نِبْرَاسِ,يَجْلُو الظَّلَامَ شُعَاعٌ مِنْ زُجَاجَتِهَا  اقْتُبِسَتْ مِنْ ضَوْءِ نِبْرَاسِ
كَأَنَّمَا,كَأَنَّمَا حَثْحَثُوا حُصًّا قَوَادِمُهُ أَوْ أُمَّ خِشْفٍ بِذِي شَثٍّ وَّطُبَّاقِ, حَثْحَثُوا حُصًّا قَوَادِمُهُ أَوْ أُمَّ خِشْفٍ بِذِي شَثٍّ وَّطُبَّاقِ
كَأَنّما,كَأَنّما الوَشْيُ من زَخارِفها وَشْيُ ثِيابٍ بُسِطْن باليَمَنِ, الوَشْيُ من زَخارِفها وَشْيُ ثِيابٍ بُسِطْن باليَمَنِ
كَأَنّما,كَأَنّما ((هَارُوتُ)) في أَجْفَانِهِ يُنْصِفُ إِنْ شَاءَ، وَإنْ شَاءَ غَصَبْ, ((هَارُوتُ)) في أَجْفَانِهِ يُنْصِفُ إِنْ شَاءَ، وَإنْ شَاءَ غَصَبْ
كَأَنّما,أَرى أُمَّنا أضْحَتْ عَلَيْنا كَأَنّما تَجلّلَها مِنْ نافِضِ الوِردِ أَفْكَلُ,أَرى أُمَّنا أضْحَتْ عَلَيْنا  تَجلّلَها مِنْ نافِضِ الوِردِ أَفْكَلُ
كَأَنّمَا,فِي جِنَانٍ كَأَنّمَا نُشِرَتْ فوْقَ ثَرَاهَا حَرِيرَةٌ خَضْرَاءُ,فِي جِنَانٍ  نُشِرَتْ فوْقَ ثَرَاهَا حَرِيرَةٌ خَضْرَاءُ
كَأَنّمَا,كَأَنّمَا النَّبْلُ فِي الهَيْجَاءِ رِجْلُ دَبًى طارتْ إِلَيْكِ وَقَدْ ظَنَّتْكِ مِنْ كَلأ, النَّبْلُ فِي الهَيْجَاءِ رِجْلُ دَبًى طارتْ إِلَيْكِ وَقَدْ ظَنَّتْكِ مِنْ كَلأ
كَأَنّمَا,بَيْضَاءُ فِي حُمْرَةٍ عُلّتْ بِغَالِيَةٍ كَأَنّمَا قُطِفَتْ مِنْ خَدّ مُهْدِيهَا,بَيْضَاءُ فِي حُمْرَةٍ عُلّتْ بِغَالِيَةٍ  قُطِفَتْ مِنْ خَدّ مُهْدِيهَا
كَأَنّمَا,فِي خَطْمِهِ خَنَسٌ فِي أَنْفِهِ فَطَسٌ كَأَنّمَا وَجْهُهُ مِنْ هَضْبَةٍ حَجَرُ,فِي خَطْمِهِ خَنَسٌ فِي أَنْفِهِ فَطَسٌ  وَجْهُهُ مِنْ هَضْبَةٍ حَجَرُ
كَأَنّمَا,كَأَنّمَا سُوِّيَ الحَزِينُ بِهِمْ لَمْ يَبْقَ مِنهُمْ عَيْنٌ ولَا أثَرُ, سُوِّيَ الحَزِينُ بِهِمْ لَمْ يَبْقَ مِنهُمْ عَيْنٌ ولَا أثَرُ
كَأَنّمَا,وَاللَّيْلُ وَقْفٌ عَلَيْنَا مَا يُفَارقُنَا كَأَنّمَا كُلُّ وَقْتٍ مِنْهُ أَوَّلُهُ,وَاللَّيْلُ وَقْفٌ عَلَيْنَا مَا يُفَارقُنَا  كُلُّ وَقْتٍ مِنْهُ أَوَّلُهُ
كَأَنّمَا,وَهُنَّ جُنُوحٌ مُصْغِيَاتٌ كَأَنّمَا بَرَاهُنَّ مِنْ جَذْبِ الأَزِمَّةِ عُلّفُ,وَهُنَّ جُنُوحٌ مُصْغِيَاتٌ  بَرَاهُنَّ مِنْ جَذْبِ الأَزِمَّةِ عُلّفُ
كَأَنّمَا,كَأَنّمَا تَمَسُّ منْهُ حَرِبَا حَتّى إذَا خَالَطْتَهُ فَضَرَبَا, تَمَسُّ منْهُ حَرِبَا حَتّى إذَا خَالَطْتَهُ فَضَرَبَا
كَأَنّمَا,كَأَنّمَا جِسْمِي عَلَى جِسْمِهِ غُصْنَانِ ذَا غَضٌّ وَذَا ذَابِلُ, جِسْمِي عَلَى جِسْمِهِ غُصْنَانِ ذَا غَضٌّ وَذَا ذَابِلُ
كَأَنّمَا,فَأَرتَاحُ أحْيَانًا وَحِينًا كَأَنّمَا عَلَى كَبِدِى مَاضِى الشّبَاةِ ذَرِيبُ,فَأَرتَاحُ أحْيَانًا وَحِينًا  عَلَى كَبِدِى مَاضِى الشّبَاةِ ذَرِيبُ
كَأَنَّما,هَل تَعرِفُ الدارَ قَد مَحَّت مَعارِفُها كَأَنَّما قَد بَراها بَعدَنا باري؟,هَل تَعرِفُ الدارَ قَد مَحَّت مَعارِفُها  قَد بَراها بَعدَنا باري؟
كَأَنَّما,تَرى مُترَعَ الشيزى الثِقالِ كَأَنَّما تَحَضَّرَ مِنها أَهلُها فُرَضَ البَحرِ,تَرى مُترَعَ الشيزى الثِقالِ  تَحَضَّرَ مِنها أَهلُها فُرَضَ البَحرِ
كَأَنَّما,مِنْ سَحِّهِ الدِيمَةَ بَعْدَ الوَبْلِ كَأَنَّما يُعْطَى الجَدَا بِالسُؤْلِ,مِنْ سَحِّهِ الدِيمَةَ بَعْدَ الوَبْلِ  يُعْطَى الجَدَا بِالسُؤْلِ
كَأَنَّما,سَفْوَاءُ مِرْخاءُ تُبارِي مِغْلَجَا كَأَنَّما يَسْتَضْرِمانِ العَرْفَجَا,سَفْوَاءُ مِرْخاءُ تُبارِي مِغْلَجَا  يَسْتَضْرِمانِ العَرْفَجَا
كَأَنَّما,وَبَعْدَهَا لا أُرِيدُ الشُّرْبَ مِنْ نَهَرٍ كَأَنَّما أنا مِنْ أصْحَابِ طَالُوتَا,وَبَعْدَهَا لا أُرِيدُ الشُّرْبَ مِنْ نَهَرٍ  أنا مِنْ أصْحَابِ طَالُوتَا
كَأَنَّما,تَرى كُلَّ مُنشَقِّ القَميصِ كَأَنَّما عَلَيهِ بِهِ سِلخٌ تَطيرُ رَعابِلُه,تَرى كُلَّ مُنشَقِّ القَميصِ  عَلَيهِ بِهِ سِلخٌ تَطيرُ رَعابِلُه
كَأَنَّما,تَواكَلَها الأَبْطالُ حَتَّى كَأَنَّما يَرَونَ مَحارِيْثَ الغَرِيْبِ نِصالَها,تَواكَلَها الأَبْطالُ حَتَّى  يَرَونَ مَحارِيْثَ الغَرِيْبِ نِصالَها
كَأَنَّما,فَمالَتْ بِيَ الأَهواءُ حَتَّى كَأَنَّما بزَنْدَيْنِ في قَلْبي مِنَ الوَجْدِ قادِحُ,فَمالَتْ بِيَ الأَهواءُ حَتَّى  بزَنْدَيْنِ في قَلْبي مِنَ الوَجْدِ قادِحُ
كَأَنَّما,تسعَى بخَمْر كَأَنَّما عُصرتْ من وَجْنتَيْها إشذا لمحْناها,تسعَى بخَمْر  عُصرتْ من وَجْنتَيْها إشذا لمحْناها
كَأَنَّما,تَرَى السَّابِحَ الخِنْذِيْذَ فِيْها كَأَنَّما جَرَى بَيْنَ لِيْتَيْهِ إلى الخَدِّ أَنْضُرُ,تَرَى السَّابِحَ الخِنْذِيْذَ فِيْها  جَرَى بَيْنَ لِيْتَيْهِ إلى الخَدِّ أَنْضُرُ
كَأَنَّمَا,تَبَارَكَ مُعْطِيكَ الْكَمَالَ كَأَنَّمَا تَصَوَّرْتَ مُخْتَارًا، وَكَانَ لَكَ الْحُكْمُ,تَبَارَكَ مُعْطِيكَ الْكَمَالَ  تَصَوَّرْتَ مُخْتَارًا، وَكَانَ لَكَ الْحُكْمُ
كَأَنَّمَا,صَبَّحْتَهُمْ غُرَرَ الْجِيَادِ كَأَنَّمَا سَدَّ الثَّنِيَّةَ عَارِضٌ مُتَهَلِّلُ,صَبَّحْتَهُمْ غُرَرَ الْجِيَادِ  سَدَّ الثَّنِيَّةَ عَارِضٌ مُتَهَلِّلُ
كَأَنَّمَا,يُحَاذِرْنَ وَطْءَ الْبِيدِ حَتَّى كَأَنَّمَا يَطَأْنَ بِرَأْسِ الحَزْنِ هَامَةَ أَصْيَدِ,يُحَاذِرْنَ وَطْءَ الْبِيدِ حَتَّى  يَطَأْنَ بِرَأْسِ الحَزْنِ هَامَةَ أَصْيَدِ
كَأَنَّمَا,كَأَنَّمَا النَّابُ لَدَى هَدِيرِهَا, النَّابُ لَدَى هَدِيرِهَا
كَأَنَّمَا,كَأَنَّمَا الطَّلُّ، إِذْ طُلَّ الشَّقِيقُ بهِ، خَدٌّ بِصَفْحَتِهِ رَشْحٌ مِنَ الْعَرَقِ, الطَّلُّ، إِذْ طُلَّ الشَّقِيقُ بهِ، خَدٌّ بِصَفْحَتِهِ رَشْحٌ مِنَ الْعَرَقِ
كَأَنَّمَا,كَأَنَّمَا سُرْوِلْن في أَرْداجِ وَازْدَدْنَ أَخْلاطًا مِنَ العُسَّاجِ, سُرْوِلْن في أَرْداجِ وَازْدَدْنَ أَخْلاطًا مِنَ العُسَّاجِ
كَأَنَّمَا,كَأَنَّمَا الْآسُ آذَانُ الْجِيَادِ، وَقَدْ شَعَرْنَ بِالرَّوْعِ فِي قَفْرٍ مِنَ الطُّرُقِ, الْآسُ آذَانُ الْجِيَادِ، وَقَدْ شَعَرْنَ بِالرَّوْعِ فِي قَفْرٍ مِنَ الطُّرُقِ
كَأَنَّمَا,تَرَى كُلَّ وَادٍ جَالَ فِيهِ كَأَنَّمَا أَنَاخَ عَلَيْهِ رَاكِبٌ مُتَمَلِّحُ,تَرَى كُلَّ وَادٍ جَالَ فِيهِ  أَنَاخَ عَلَيْهِ رَاكِبٌ مُتَمَلِّحُ
كَأَنَّمَا,مَيَّلْنَهُ مُلْتَبِدًا أَوْ هَائِلا كَأَنَّمَا فَيَّأْنَ أَثْلًا جاثِلا,مَيَّلْنَهُ مُلْتَبِدًا أَوْ هَائِلا  فَيَّأْنَ أَثْلًا جاثِلا
كَأَنَّمَا,كَأَنَّمَا قَدْ حُمِّلَتْ سَحَابُهُ رُكْنَ شَرَوْرَى وَآصْطَفَتْ هِضَابُهُ, قَدْ حُمِّلَتْ سَحَابُهُ رُكْنَ شَرَوْرَى وَآصْطَفَتْ هِضَابُهُ
كَما,فَأَرسَلوهُنَّ يُذرينَ التُرابَ كَما يُذري سَبائِخَ قُطنٍ نَدفُ أَوتارِ,فَأَرسَلوهُنَّ يُذرينَ التُرابَ  يُذري سَبائِخَ قُطنٍ نَدفُ أَوتارِ
كَما,تَرَى طَرَفَيْهِ يَعْسِلانِ كِلاهُمَا كَما اهْتَزَّ عُودُ السَّاسَمِ المُتَتَايعُ,تَرَى طَرَفَيْهِ يَعْسِلانِ كِلاهُمَا  اهْتَزَّ عُودُ السَّاسَمِ المُتَتَايعُ
كَما,وغَير بَديعٍ مَنْع ذي البُخلِ مالَه، كَما بَذْلُ أهلِ الفَضْلِ غير بَديعِ,وغَير بَديعٍ مَنْع ذي البُخلِ مالَه،  بَذْلُ أهلِ الفَضْلِ غير بَديعِ
كَما,تَرِيكٍ يَنِشُّ الماءُ في حَجَراتِهِ كَما نَشَّ جَزْرٌ خَضْخَضَتْهُ المجادِحُ,تَرِيكٍ يَنِشُّ الماءُ في حَجَراتِهِ  نَشَّ جَزْرٌ خَضْخَضَتْهُ المجادِحُ
كَما,لأنَّكَ أعلى وُجوهِ الكِرامِ كَما النَّصُّ أعلى وُجوهِ البَيانِ,لأنَّكَ أعلى وُجوهِ الكِرامِ  النَّصُّ أعلى وُجوهِ البَيانِ
كَما,وراحتْ كَما راحَتْ بِسَرْحٍ مُوَقَّفٌ مِنَ الدُّور ِبَدّاءُ اليَدَينِ زَنِيقُ,وراحتْ  راحَتْ بِسَرْحٍ مُوَقَّفٌ مِنَ الدُّور ِبَدّاءُ اليَدَينِ زَنِيقُ
كَما,تَمْضي المَنايا كَما تَمْضي أَسِنَّتُهُ كَأَنَّ في سَرْجِهِ بَدْرًا وَضِرْغاما,تَمْضي المَنايا  تَمْضي أَسِنَّتُهُ كَأَنَّ في سَرْجِهِ بَدْرًا وَضِرْغاما
كَما,وهَيفاءَ كَما تَهْوَى تُرِيكَ القَدّ وَالخَدّا,وهَيفاءَ  تَهْوَى تُرِيكَ القَدّ وَالخَدّا
كَما,إذا اسْتُوكِفَتْ باتَ الغَوِيُّ يَسُوفُها كَما جَسَّ أحشاءَ السَّقِيمِ طَبِيبُ,إذا اسْتُوكِفَتْ باتَ الغَوِيُّ يَسُوفُها  جَسَّ أحشاءَ السَّقِيمِ طَبِيبُ
كَما,أمِينُ الصَّدرِ يَحفَظُ ما تَولَّى كَما يُلْفَى القَوِيُّ بِهِ النَّبِيلُ,أمِينُ الصَّدرِ يَحفَظُ ما تَولَّى  يُلْفَى القَوِيُّ بِهِ النَّبِيلُ
كَمَا,كَمَا رَأَيْتَ الرُّقَبَاءَ الجُلَّسَا قَطَعْتُهُ ولا أَخافُ العُطََّسَا, رَأَيْتَ الرُّقَبَاءَ الجُلَّسَا قَطَعْتُهُ ولا أَخافُ العُطََّسَا
كَمَا,[فَتَعَزَّيْتُ خَشَاةً أَنْ يَرَى جَاهِلٌ أَنِّي كَمَا كَانَ زَعَمْ],[فَتَعَزَّيْتُ خَشَاةً أَنْ يَرَى جَاهِلٌ أَنِّي  كَانَ زَعَمْ]
كَمَا,تَرَى الْجُودَ يَجْرِي ظَاهِرًا فَوْقَ وَجْهِهِ كَمَا زَانَ مَتْنَ الْهِنْدُوَانِيُّ رَوْنَقُ,تَرَى الْجُودَ يَجْرِي ظَاهِرًا فَوْقَ وَجْهِهِ  زَانَ مَتْنَ الْهِنْدُوَانِيُّ رَوْنَقُ
كَمَا,فأَسْلَلَتِ العَيْنَانِ مِنّي بِوَاكِفٍ، كَمَا انْهلَّ مِنْ وَاهِي الكُلى، مُتَبَجِّسِ,فأَسْلَلَتِ العَيْنَانِ مِنّي بِوَاكِفٍ،  انْهلَّ مِنْ وَاهِي الكُلى، مُتَبَجِّسِ
كَمَا,كَمَا تُسَلُّ آلْبِيضُ لِلْقِرَاعِ وَغَرَّدَ آلْقُمْرِيُّ لِلْسِمَاعِ, تُسَلُّ آلْبِيضُ لِلْقِرَاعِ وَغَرَّدَ آلْقُمْرِيُّ لِلْسِمَاعِ
كَمَا,ولَيّنْته بالرّفْقِ مِنْ بَعْدِ عِزَّةٍ كَمَا لَيّنَ الرّوَّاضُ مُسْتَصْعِبَ الإبْلِ,ولَيّنْته بالرّفْقِ مِنْ بَعْدِ عِزَّةٍ  لَيّنَ الرّوَّاضُ مُسْتَصْعِبَ الإبْلِ
كَمَا,كَذِبُ الخَيَالِ كَمَا عَلِمْتِ محَبَّبٌ وكَرَى الجُفُونِ عَلَى السُّلُوِّ دَلِيلُ,كَذِبُ الخَيَالِ  عَلِمْتِ محَبَّبٌ وكَرَى الجُفُونِ عَلَى السُّلُوِّ دَلِيلُ
كَمَا,خَرُوجٌ علَى جَمْع أتْرَابِهَا كَمَا يخْرُجُ الْأَبْلَقُ الْأَقْرَعُ,خَرُوجٌ علَى جَمْع أتْرَابِهَا  يخْرُجُ الْأَبْلَقُ الْأَقْرَعُ
